name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
2175	BLOC.MONEY	BLOC	$0.001346	4.60%	48.40%	$23,234	$0	0 BLOC	17,263,960 BLOC	https://coinmarketcap.com/currencies/bloc-money/historical-data/?start=20100101&end=20210101
2176	Blakecoin	BLC	$0.000807	2.69%	26.91%	$23,012	$1	825 BLC	28,497,976 BLC	https://coinmarketcap.com/currencies/blakecoin/historical-data/?start=20100101&end=20210101
2177	GoHelpFund	HELP	$0.001884	16.57%	7.67%	$22,887	$6,417	3,405,698 HELP	12,147,167 HELP	https://coinmarketcap.com/currencies/gohelpfund/historical-data/?start=20100101&end=20210101
2178	PRiVCY	PRIV	$0.001370	19.12%	12.18%	$22,615	$3	2,142 PRIV	16,508,939 PRIV	https://coinmarketcap.com/currencies/privcy/historical-data/?start=20100101&end=20210101
2179	PayCoin	XPY	$0.001887	67.10%	4.02%	$22,633	$0	0 XPY	11,995,342 XPY	https://coinmarketcap.com/currencies/paycoin2/historical-data/?start=20100101&end=20210101
2180	BoostCoin	BOST	$0.001884	4.65%	38.50%	$22,337	$0	0 BOST	11,855,487 BOST	https://coinmarketcap.com/currencies/boostcoin/historical-data/?start=20100101&end=20210101
2181	BoostCoin	BOST	$0.001884	4.65%	38.50%	$22,337	$0	0 BOST	11,855,487 BOST	https://coinmarketcap.com/currencies/boostcoin/historical-data/?start=20100101&end=20210101
2182	Desire	DSR	$0.002154	4.56%	35.72%	$22,122	$19,967	9,268,696 DSR	10,269,488 DSR	https://coinmarketcap.com/currencies/desire/historical-data/?start=20100101&end=20210101
2183	Jade Currency	JADE	$0.000269	4.65%	13.86%	$21,856	$1	2,665 JADE	81,200,000 JADE	https://coinmarketcap.com/currencies/jade-currency/historical-data/?start=20100101&end=20210101
2184	MedicCoin	MEDIC	$0.000073	2.71%	33.54%	$21,727	$23	313,383 MEDIC	298,349,398 MEDIC	https://coinmarketcap.com/currencies/mediccoin/historical-data/?start=20100101&end=20210101
2185	StarterCoin	STAC	$0.000063	25.71%	25.15%	$21,503	$36	568,235 STAC	342,007,189 STAC	https://coinmarketcap.com/currencies/startercoin/historical-data/?start=20100101&end=20210101
2186	Eva Cash	EVC	$0.023813	12.98%	19.62%	$21,432	$0	0 EVC	900,000 EVC	https://coinmarketcap.com/currencies/eva-cash/historical-data/?start=20100101&end=20210101
2187	Intelligent Trading Foundation	ITT	$0.002153	30.61%	5.50%	$21,135	$17,415	8,087,500 ITT	9,814,899 ITT	https://coinmarketcap.com/currencies/intelligent-trading-foundation/historical-data/?start=20100101&end=20210101
2188	Coin2.1	C2	$0.000269	4.56%	18.74%	$21,070	$0	0 C2	78,245,975 C2	https://coinmarketcap.com/currencies/coin2-1/historical-data/?start=20100101&end=20210101
2189	Grimm	GRIMM	$0.000346	3.82%	8.69%	$20,952	$312	900,927 GRIMM	60,501,300 GRIMM	https://coinmarketcap.com/currencies/grimm/historical-data/?start=20100101&end=20210101
2190	GoldBlocks	GB	$0.001346	31.83%	15.17%	$20,955	$0	0 GB	15,563,873 GB	https://coinmarketcap.com/currencies/goldblocks/historical-data/?start=20100101&end=20210101
2191	Centurion	CNT	$0.000269	4.56%	18.76%	$20,913	$0	0 CNT	77,663,826 CNT	https://coinmarketcap.com/currencies/centurion/historical-data/?start=20100101&end=20210101
2192	Joint Ventures	JOINT	$0.000940	17.56%	7.84%	$20,904	$3,420	3,639,536 JOINT	22,248,085 JOINT	https://coinmarketcap.com/currencies/joint-ventures/historical-data/?start=20100101&end=20210101
2193	CyberMusic	CYMT	$0.000001	4.62%	18.70%	$20,658	$0	3,574 CYMT	15,350,000,000 CYMT	https://coinmarketcap.com/currencies/cybermusic/historical-data/?start=20100101&end=20210101
2194	Save Environment Token	SET	$0.021389	3.95%	18.73%	$20,552	$0	0 SET	960,882 SET	https://coinmarketcap.com/currencies/save-environment-token/historical-data/?start=20100101&end=20210101
2195	Dreamcoin	DRM	$0.007738	15.52%	23.23%	$20,342	$2	240 DRM	2,628,821 DRM	https://coinmarketcap.com/currencies/dreamcoin/historical-data/?start=20100101&end=20210101
2196	Mobile Crypto Pay Coin	MCPC	$0.002106	18.06%	15.56%	$20,317	$33	15,522 MCPC	9,647,081 MCPC	https://coinmarketcap.com/currencies/mobile-crypto-pay-coin/historical-data/?start=20100101&end=20210101
2197	TravelNote	TVNT	$0.009690	49.51%	18.70%	$20,866	$205	21,107 TVNT	2,153,333 TVNT	https://coinmarketcap.com/currencies/travelnote/historical-data/?start=20100101&end=20210101
2198	AmsterdamCoin	AMS	$0.000404	4.59%	78.04%	$20,269	$0	0 AMS	50,201,886 AMS	https://coinmarketcap.com/currencies/amsterdamcoin/historical-data/?start=20100101&end=20210101
2199	Matchpool	GUP	$0.000269	4.55%	0.00%	$20,196	$0	0 GUP	75,000,000 GUP	https://coinmarketcap.com/currencies/guppy/historical-data/?start=20100101&end=20210101
2200	Zayedcoin	ZYD	$0.003231	11.89%	29.54%	$20,176	$0	0 ZYD	6,243,840 ZYD	https://coinmarketcap.com/currencies/zayedcoin/historical-data/?start=20100101&end=20210101
2201	ETHPlus	ETHP	$0.015278	0.56%	32.45%	$19,991	$13,416	878,118 ETHP	1,308,522 ETHP	https://coinmarketcap.com/currencies/ethplus/historical-data/?start=20100101&end=20210101
2202	ROIyal Coin	ROCO	$0.012112	4.59%	13.64%	$19,700	$0	5 ROCO	1,626,444 ROCO	https://coinmarketcap.com/currencies/roiyal-coin/historical-data/?start=20100101&end=20210101
2203	noob.finance	$NOOB	$0.894016	2.23%	55.24%	$19,557	$668	748 $NOOB	21,876 $NOOB	https://coinmarketcap.com/currencies/noob-finance/historical-data/?start=20100101&end=20210101
2204	CBDAO	BREE	$0.017949	7.26%	0.32%	$19,167	$2,995	166,854 BREE	1,067,840 BREE	https://coinmarketcap.com/currencies/cbdao/historical-data/?start=20100101&end=20210101
2205	Kemacoin	KEMA	$0.000781	49.70%	25.17%	$19,015	$48	60,928 KEMA	24,360,241 KEMA	https://coinmarketcap.com/currencies/kemacoin/historical-data/?start=20100101&end=20210101
2206	ZeusNetwork	ZEUS	$0.000000	4.56%	18.74%	$18,849	$0	19,952 ZEUS	70,000,000,000 ZEUS	https://coinmarketcap.com/currencies/zeusnetwork/historical-data/?start=20100101&end=20210101
2207	GeyserCoin	GSR	$0.013727	4.65%	2.61%	$18,833	$33	2,369 GSR	1,371,971 GSR	https://coinmarketcap.com/currencies/geysercoin/historical-data/?start=20100101&end=20210101
2208	Ether Kingdoms Token	IMP	$0.002422	4.58%	18.49%	$18,675	$47,711	19,695,186 IMP	7,709,197 IMP	https://coinmarketcap.com/currencies/ether-kingdoms-token/historical-data/?start=20100101&end=20210101
2209	Baz Token	BAZT	$0.016768	2.19%	1.80%	$18,268	$675	40,224 BAZT	1,089,402 BAZT	https://coinmarketcap.com/currencies/baz-token/historical-data/?start=20100101&end=20210101
2210	BitGuild PLAT	PLAT	$0.000273	14.97%	25.68%	$16,277	$7,806	28,566,982 PLAT	59,566,902 PLAT	https://coinmarketcap.com/currencies/bitguild-plat/historical-data/?start=20100101&end=20210101
2211	APR Coin	APR	$0.001346	20.50%	97.85%	$18,012	$17	12,373 APR	13,383,643 APR	https://coinmarketcap.com/currencies/apr-coin/historical-data/?start=20100101&end=20210101
2212	Neuromorphic.io	NMP	$0.007468	19.72%	14.56%	$17,924	$132	17,727 NMP	2,400,000 NMP	https://coinmarketcap.com/currencies/neuromorphic-io/historical-data/?start=20100101&end=20210101
2213	KUN	KUN	$8.99	3.47%	3.16%	$17,986	$29	3 KUN	2,000 KUN	https://coinmarketcap.com/currencies/kun/historical-data/?start=20100101&end=20210101
2214	ParkByte	PKB	$0.003768	4.60%	7.68%	$17,952	$0	0 PKB	4,764,026 PKB	https://coinmarketcap.com/currencies/parkbyte/historical-data/?start=20100101&end=20210101
2215	GenesisX	XGS	$0.001616	4.56%	1.79%	$17,855	$0	0 XGS	11,050,998 XGS	https://coinmarketcap.com/currencies/genesisx/historical-data/?start=20100101&end=20210101
2216	TRAXIA	TM2	$0.000053	6.41%	37.43%	$17,244	$1	15,998 TM2	328,320,714 TM2	https://coinmarketcap.com/currencies/traxia/historical-data/?start=20100101&end=20210101
2217	Innovative Bioresearch Coin	INNBC	$0.000000	36.35%	17.00%	$17,241	$12,383	82,744,495,538 INNBC	115,199,999,999 INNBC	https://coinmarketcap.com/currencies/innovative-bioresearch-coin/historical-data/?start=20100101&end=20210101
2218	Daneel	DAN	$0.000851	5.17%	9.44%	$17,219	$0	0 DAN	20,242,358 DAN	https://coinmarketcap.com/currencies/daneel/historical-data/?start=20100101&end=20210101
2219	Yfscience	YFSI	$1.62	42.02%	53.64%	$17,159	$4,987	3,074 YFSI	10,577 YFSI	https://coinmarketcap.com/currencies/yfscience/historical-data/?start=20100101&end=20210101
2220	Guider	GDR	$0.000068	26.57%	34.70%	$17,009	$18	262,515 GDR	249,181,440 GDR	https://coinmarketcap.com/currencies/guider/historical-data/?start=20100101&end=20210101
2221	Litecred	LTCR	$0.000539	4.58%	18.75%	$16,279	$0	0 LTCR	30,227,750 LTCR	https://coinmarketcap.com/currencies/litecred/historical-data/?start=20100101&end=20210101
2222	CFun	CFUN	$0.000038	4.55%	18.74%	$16,189	$0	0 CFUN	429,429,737 CFUN	https://coinmarketcap.com/currencies/cfun/historical-data/?start=20100101&end=20210101
2223	Fivebalance	FBN	$0.000022	6.16%	16.11%	$16,328	$207	9,466,129 FBN	745,408,153 FBN	https://coinmarketcap.com/currencies/fivebalance/historical-data/?start=20100101&end=20210101
2224	Amino Network	AMIO	$0.000339	14.88%	59.04%	$17,024	$11,855	34,933,840 AMIO	50,165,287 AMIO	https://coinmarketcap.com/currencies/amino-network/historical-data/?start=20100101&end=20210101
2225	Paytomat	PTI	$0.000096	9.32%	67.53%	$15,992	$4,480	46,512,422 PTI	166,030,078 PTI	https://coinmarketcap.com/currencies/paytomat/historical-data/?start=20100101&end=20210101
2226	FundRequest	FND	$0.000328	13.07%	19.61%	$15,670	$0	0 FND	47,782,545 FND	https://coinmarketcap.com/currencies/fundrequest/historical-data/?start=20100101&end=20210101
2227	IBStoken	IBS	$0.014159	15.10%	12.81%	$15,594	$61,809	4,365,468 IBS	1,101,400 IBS	https://coinmarketcap.com/currencies/ibstoken/historical-data/?start=20100101&end=20210101
2228	UOS Network	UOS	$0.001097	0.00%	0.00%	$15,548	$0	0 UOS	14,167,840 UOS	https://coinmarketcap.com/currencies/uos-network/historical-data/?start=20100101&end=20210101
2229	SYB Coin	SYBC	$0.001512	37.39%	36.10%	$15,421	$1,186	784,388 SYBC	10,202,292 SYBC	https://coinmarketcap.com/currencies/syb-coin/historical-data/?start=20100101&end=20210101
2230	Flowchain	FLC	$0.017321	10.24%	72.40%	$15,274	$24,220	1,398,324 FLC	881,836 FLC	https://coinmarketcap.com/currencies/flowchain/historical-data/?start=20100101&end=20210101
2231	Guaranteed Ethurance Token Extra	GETX	$0.000051	13.01%	19.57%	$15,296	$0	0 GETX	300,000,000 GETX	https://coinmarketcap.com/currencies/guaranteed-ethurance-token-extra/historical-data/?start=20100101&end=20210101
2232	Exosis	EXO	$0.030179	14.61%	3.02%	$15,036	$1,537	50,921 EXO	498,237 EXO	https://coinmarketcap.com/currencies/exosis/historical-data/?start=20100101&end=20210101
2233	onLEXpa	onLEXpa	$0.000027	30.37%	18.74%	$14,792	$0	4,070 ONLEXPA	549,319,043 onLEXpa	https://coinmarketcap.com/currencies/onlexpa/historical-data/?start=20100101&end=20210101
2234	Shivers	SHVR	$0.000270	4.35%	19.03%	$14,698	$0	0 SHVR	54,453,298 SHVR	https://coinmarketcap.com/currencies/shivers/historical-data/?start=20100101&end=20210101
2235	Tourist Token	TOTO	$0.000003	96.36%	54.05%	$14,636	$2	814,666 TOTO	5,433,323,630 TOTO	https://coinmarketcap.com/currencies/tourist-token/historical-data/?start=20100101&end=20210101
2236	NevaCoin	NEVA	$0.002693	151.14%	20.84%	$14,621	$0	0 NEVA	5,429,920 NEVA	https://coinmarketcap.com/currencies/nevacoin/historical-data/?start=20100101&end=20210101
2237	Coinchase Token	CCH	$0.000009	49.88%	49.40%	$14,530	$64,592	7,088,113,616 CCH	1,594,527,406 CCH	https://coinmarketcap.com/currencies/coinchase/historical-data/?start=20100101&end=20210101
2238	ARAW	ARAW	$0.000007	92.95%	91.37%	$14,528	$8	1,089,437 ARAW	1,993,576,188 ARAW	https://coinmarketcap.com/currencies/araw/historical-data/?start=20100101&end=20210101
2239	Cryptrust	CTRT	$0.000002	3.22%	48.87%	$14,435	$203	99,675,557 CTRT	7,092,756,485 CTRT	https://coinmarketcap.com/currencies/cryptrust/historical-data/?start=20100101&end=20210101
2240	UNICORN Token	UNI	$0.000135	4.60%	18.75%	$14,394	$4	26,218 UNI	106,912,509 UNI	https://coinmarketcap.com/currencies/unicorn-token/historical-data/?start=20100101&end=20210101
2241	Ragnarok	RAGNA	$0.000810	4.35%	78.55%	$13,149	$132	162,616 RAGNA	16,238,639 RAGNA	https://coinmarketcap.com/currencies/ragnarok/historical-data/?start=20100101&end=20210101
2242	Spectiv	SIG	$0.000059	3.92%	30.28%	$13,122	$6	102,563 SIG	220,972,801 SIG	https://coinmarketcap.com/currencies/signal-token/historical-data/?start=20100101&end=20210101
2243	DistX	DISTX	$0.000407	21.56%	21.12%	$13,082	$45,192	111,055,706 DISTX	32,148,833 DISTX	https://coinmarketcap.com/currencies/distx/historical-data/?start=20100101&end=20210101
2244	Fantasy Sports	DFS	$0.002333	1.61%	18.90%	$12,905	$0	0 DFS	5,532,031 DFS	https://coinmarketcap.com/currencies/fantasy-sports/historical-data/?start=20100101&end=20210101
2245	PostCoin	POST	$0.000808	42.75%	28.75%	$12,819	$0	0 POST	15,868,233 POST	https://coinmarketcap.com/currencies/postcoin/historical-data/?start=20100101&end=20210101
2246	Carebit	CARE	$0.000081	42.75%	28.75%	$12,752	$5	65,222 CARE	157,853,770 CARE	https://coinmarketcap.com/currencies/carebit/historical-data/?start=20100101&end=20210101
2247	WABnetwork	WAB	$0.000001	0.25%	1.21%	$12,715	$13	14,048,176 WAB	13,953,531,973 WAB	https://coinmarketcap.com/currencies/wabnetwork/historical-data/?start=20100101&end=20210101
2248	Blockburn	BURN	$0.000007	14.46%	19.35%	$12,679	$19	2,594,553 BURN	1,767,738,958 BURN	https://coinmarketcap.com/currencies/blockburn/historical-data/?start=20100101&end=20210101
2249	Zealium	NZL	$0.000810	4.35%	19.09%	$12,462	$15	18,633 NZL	15,389,461 NZL	https://coinmarketcap.com/currencies/zealium/historical-data/?start=20100101&end=20210101
2250	iBTC	IBTC	$0.000248	23.89%	63.14%	$12,375	$0	0 IBTC	49,993,999 IBTC	https://coinmarketcap.com/currencies/ibtc/historical-data/?start=20100101&end=20210101
2251	Spectrum	SPT	$0.000010	10.71%	50.58%	$12,330	$1,824	177,511,394 SPT	1,199,987,500 SPT	https://coinmarketcap.com/currencies/spectrum/historical-data/?start=20100101&end=20210101
2252	Zenswap Network Token	ZNT	$0.000001	71.56%	23.87%	$12,244	$20	19,990,668 ZNT	12,001,366,640 ZNT	https://coinmarketcap.com/currencies/zenswap-network-token/historical-data/?start=20100101&end=20210101
2253	Neural Protocol	NRP	$0.000001	13.01%	39.18%	$11,761	$77	62,426,806 NRP	9,497,994,014 NRP	https://coinmarketcap.com/currencies/neural-protocol/historical-data/?start=20100101&end=20210101
NetkoNETKO $0.001009 0.14% -0.05%	https://coinmarketcap.com/currencies/netko/historical-data/?start=20100101&end=20210101
CabbageCAB $0.001080 -4.35% 19.03%	https://coinmarketcap.com/currencies/cabbage/historical-data/?start=20100101&end=20210101
GalilelGALI $0.000567 -28.33% 16.61%	https://coinmarketcap.com/currencies/galilel/historical-data/?start=20100101&end=20210101
Quantis NetworkQUAN $0.000270 -4.32% 19.03%	https://coinmarketcap.com/currencies/quantis-network/historical-data/?start=20100101&end=20210101
DatacoinDTC $0.000269 -4.55% 18.75%	https://coinmarketcap.com/currencies/datacoin/historical-data/?start=20100101&end=20210101
Bitcoin 21XBTC21 $0.013464 -4.55% -18.67%	https://coinmarketcap.com/currencies/bitcoin-21/historical-data/?start=20100101&end=20210101
XMCTXMCT $0.000100 0.14% -0.04%	https://coinmarketcap.com/currencies/xmct/historical-data/?start=20100101&end=20210101
2261	Akroma	AKA	$0.000540	4.32%	20.65%	$10,353	$0	0 AKA	19,177,485 AKA	https://coinmarketcap.com/currencies/akroma/historical-data/?start=20100101&end=20210101
2262	MarteXcoin	MXT	$0.002159	14.95%	90.45%	$10,088	$66	30,564 MXT	4,671,891 MXT	https://coinmarketcap.com/currencies/martexcoin/historical-data/?start=20100101&end=20210101
2263	Bitcoin Classic	BXC	$0.016430	6.11%	9.44%	$9,861	$81,684	4,971,495 BXC	600,147 BXC	https://coinmarketcap.com/currencies/bitcoin-classic/historical-data/?start=20100101&end=20210101
2264	Natmin Pure Escrow	NAT	$0.000062	90.39%	89.84%	$10,004	$0	0 NAT	161,588,985 NAT	https://coinmarketcap.com/currencies/natmin-pure-escrow/historical-data/?start=20100101&end=20210101
2265	Provoco Token	VOCO	$0.000000	0.14%	50.02%	$9,975	$0	0 VOCO	999,375,710,075 VOCO	https://coinmarketcap.com/currencies/provoco-token/historical-data/?start=20100101&end=20210101
2266	Dollarcoin	DLC	$0.001080	27.53%	4.77%	$9,832	$0	0 DLC	9,106,714 DLC	https://coinmarketcap.com/currencies/dollarcoin/historical-data/?start=20100101&end=20210101
2267	CrevaCoin	CREVA	$0.000269	4.59%	18.70%	$9,795	$0	0 CREVA	36,390,750 CREVA	https://coinmarketcap.com/currencies/crevacoin/historical-data/?start=20100101&end=20210101
2268	Veltor	VLT	$0.017234	103.56%	89.99%	$9,562	$0	0 VLT	554,855 VLT	https://coinmarketcap.com/currencies/veltor/historical-data/?start=20100101&end=20210101
2269	Italo	XTA	$0.001623	15.00%	0.36%	$9,398	$782	481,686 XTA	5,791,868 XTA	https://coinmarketcap.com/currencies/italo/historical-data/?start=20100101&end=20210101
2270	Coinonat	CXT	$0.001080	4.32%	19.03%	$9,310	$0	0 CXT	8,623,200 CXT	https://coinmarketcap.com/currencies/coinonat/historical-data/?start=20100101&end=20210101
2271	Rupaya	RUPX	$0.000565	4.55%	18.74%	$9,122	$0	0 RUPX	16,132,310 RUPX	https://coinmarketcap.com/currencies/rupaya/historical-data/?start=20100101&end=20210101
2272	EagleX	EGX	$0.000270	4.32%	40.49%	$9,065	$407	1,506,606 EGX	33,583,500 EGX	https://coinmarketcap.com/currencies/eaglex/historical-data/?start=20100101&end=20210101
2273	Soverain	SOVE	$0.001080	20.94%	58.71%	$8,905	$133	122,900 SOVE	8,248,099 SOVE	https://coinmarketcap.com/currencies/soverain/historical-data/?start=20100101&end=20210101
2274	Phantomx	PNX	$0.000183	5.30%	34.80%	$8,891	$0	0 PNX	48,495,525 PNX	https://coinmarketcap.com/currencies/phantomx/historical-data/?start=20100101&end=20210101
2275	Agrolot	AGLT	$0.000100	0.00%	0.00%	$8,875	$0	0 AGLT	88,751,539 AGLT	https://coinmarketcap.com/currencies/agrolot/historical-data/?start=20100101&end=20210101
2276	Magic Cube Coin	MCC	$0.000075	6.57%	22.56%	$8,870	$129	1,730,663 MCC	118,694,616 MCC	https://coinmarketcap.com/currencies/magic-cube-coin/historical-data/?start=20100101&end=20210101
2277	SongCoin	SONG	$0.000269	4.56%	18.76%	$8,769	$0	0 SONG	32,565,300 SONG	https://coinmarketcap.com/currencies/songcoin/historical-data/?start=20100101&end=20210101
2278	ARbit	ARB	$0.000808	52.28%	40.63%	$8,749	$0	0 ARB	10,830,050 ARB	https://coinmarketcap.com/currencies/arbit/historical-data/?start=20100101&end=20210101
2279	Vivid Coin	VIVID	$0.001131	11.34%	10.82%	$8,706	$0	0 VIVID	7,697,539 VIVID	https://coinmarketcap.com/currencies/vivid-coin/historical-data/?start=20100101&end=20210101
2280	Beacon	BECN	$0.016465	10.89%	3.73%	$8,622	$11	691 BECN	523,676 BECN	https://coinmarketcap.com/currencies/beacon/historical-data/?start=20100101&end=20210101
2281	Californium	CF	$0.003499	22.48%	3.56%	$8,562	$0	0 CF	2,446,961 CF	https://coinmarketcap.com/currencies/californium/historical-data/?start=20100101&end=20210101
2282	Nyerium	NYEX	$0.000270	4.32%	40.48%	$8,579	$0	0 NYEX	31,781,783 NYEX	https://coinmarketcap.com/currencies/nyerium/historical-data/?start=20100101&end=20210101
2283	Crowdholding	YUP	$0.000042	5.17%	9.44%	$8,512	$0	0 YUP	205,006,357 YUP	https://coinmarketcap.com/currencies/crowdholding/historical-data/?start=20100101&end=20210101
2284	4NEW	KWATT	$0.000138	6.64%	13.59%	$8,463	$0	2,811 KWATT	61,152,763 KWATT	https://coinmarketcap.com/currencies/4new/historical-data/?start=20100101&end=20210101
2285	Bulleon	BUL	$0.007540	7.87%	10.83%	$8,266	$2	212 BUL	1,096,353 BUL	https://coinmarketcap.com/currencies/bulleon/historical-data/?start=20100101&end=20210101
2286	1X2 COIN	1X2	$0.001620	4.32%	19.03%	$8,265	$0	0 1X2	5,103,634 1X2	https://coinmarketcap.com/currencies/1x2-coin/historical-data/?start=20100101&end=20210101
2287	HEIDI	HDI	$0.009109	57.04%	35.92%	$8,232	$97	10,628 HDI	903,700 HDI	https://coinmarketcap.com/currencies/heidi/historical-data/?start=20100101&end=20210101
2288	Compound Coin	COMP	$0.000000	1.04%	26.11%	$8,149	$37	240,819,202 COMP	53,731,717,830 COMP	https://coinmarketcap.com/currencies/compound-coin/historical-data/?start=20100101&end=20210101
2289	LiteBitcoin	LBTC	$0.000269	4.56%	18.74%	$7,793	$0	0 LBTC	28,940,333 LBTC	https://coinmarketcap.com/currencies/litebitcoin/historical-data/?start=20100101&end=20210101
2290	GINcoin	GIN	$0.000962	13.93%	21.45%	$7,722	$0	84 GIN	8,026,998 GIN	https://coinmarketcap.com/currencies/gincoin/historical-data/?start=20100101&end=20210101
